Date,Return,(#) Ease of Coding,(#) Journalist Confidence,Clarity,Number of Coders,Article Title,Newspaper,Article Link/Location,Commodities,Corporate,Elections,Exrate,Foreign,Govspend,Trade,Macro,Monetary,Noart,Other,Otherpol,Reg,Sovmil,Taxes,Terror,Unknown,Policy,Year,Month,Day
2/5/2008,-0.0317,3.000,3.000,1.679,2,Recession Fears Intensify? Service?Sector Index Hits Six?Year Low? Further Rate Cuts Seen as Dow Drops 2.9% ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2008,2,5
1/17/2008,-0.0286,3.000,3.000,0.965,2,"Default Fears Unnerve Markets? Bush, Democrats Rush to Roll Out Stimulus Plan ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,2008,1,17
12/11/2007,-0.0252,3.000,3.000,1.679,2,Rate Cut Fails To Cheer Market? Fed Sifts Options ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2007,12,11
11/28/2007,0.0289,3.000,3.000,1.048,2,Fed's Hints Of a Rate Cut Cheer Markets ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2007,11,28
11/13/2007,0.0296,3.000,3.000,0.400,2,"Dow Industrials Back on Track, For Day at Least? Rally of 319.54 Points Is Paced by Big Banks? Can the Gains Go On? ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.875,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,2007,11,13
11/7/2007,-0.0286,3.000,3.000,0.434,2,Credit Worries Spur Sharp Rise In Volatility ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.125,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,2007,11,7
11/1/2007,-0.0261,3.000,3.000,0.577,2,Fresh Credit Worries Grip Markets? Banks' Woes Spur Fear Of Reluctance to Lend? Stocks React Sharply ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2007,11,1
10/19/2007,-0.0256,3.000,3.000,1.202,2,Fears of Falloff In Profits Send Dow Down 2.6%? Third?Quarter Results Worse Than Expected? More Worries on Banks ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.875,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,2007,10,19
9/18/2007,0.0292,3.000,3.000,0.899,2,"Credit Crunch: The Fed Acts: Lehman's Profit, Despite Markdowns, Soothes Some Jitters? Net Falls 3.2%, Less Than Expectations? Added Leverage Cou… More like this + Credit Crunch: The Fed Acts: Lehman's Proﬁt, Despite Markdowns, Soothes Some Jitters; Net Falls 3.2%, Less Than Expectations; Added Leverage Could Prove Worrisome Kate Kelly and David Reilly.",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.125,0,0,0,0,0,0.375,0.5,0,0,0,0,0,0,0,0,0.5,2007,9,18
8/9/2007,-0.0291,3.000,3.000,1.233,2,Impact of Mortgage Crisis Spreads? Dow Tumbles 2.8% As Fallout Intensifies? Moves by Central Banks ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2007,8,9
8/3/2007,-0.0264,3.000,3.000,1.549,2,"That Was No Vacation for Stock, Bond Investors? A 281.42?Point Loss Caps a Seesaw Week? Treasurys Draw Money ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2007,8,3
2/27/2007,-0.0345,3.000,3.000,0.666,2,"Sudden Retreat: Markets' Slide Spotlights Risks? After a Rough Morning, A Data Backup Jolts The Blue?Chip Average ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2007,2,27
4/2/2003,0.0264,3.000,3.000,1.679,2,"Latest War News Propels Stocks ??? Dow Industrials Surge 215 Points, Nasdaq Jumps 3.6% After Gains In Iraq Raise Hopes for Victory ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2003,4,2
3/24/2003,-0.0351,3.000,3.000,1.679,2,"Dow Industrials Fall 307.29 Points ??? Worst Day in Six Months Follows Weekend of Bad News in War, As Investors Show Fresh Concern ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.875,0,0,0,0.875,2003,3,24
3/17/2003,0.0356,3.000,3.000,1.600,2,Stocks Surge on Clarity Over War With Iraq ??? Blue Chips Rally 3.6% But Bonds Pull Back? Fed Panel Meets Today ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2003,3,17
3/13/2003,0.0345,3.000,3.000,1.679,2,"Stocks Record Biggest Rally in Five Months ??? Industrials Rise 269.68 Points, As Nasdaq Climbs Into the Black? Technology, Insurers Lead Surge ? ProQ… More like this + Stocks Record Biggest Rally in Five Months --- Industrials Rise 269.68 Points, As Nasdaq Climbs Into the Black; Technology, Insurers Lead Surge By Gregory Zuckerman.",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0.875,0,0,0,0.875,2003,3,13
3/10/2003,-0.0257,3.000,3.000,1.180,2,Volatility Increases as Stocks Fall Amid Rising Geopolitical Worry ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0.875,0,0,0,0.875,2003,3,10
1/24/2003,-0.0292,3.000,3.000,0.646,2,Prospect of War Weighs on Stocks? Even Quick Victory May Not Help ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2003,1,24
1/2/2003,0.0332,3.000,3.000,1.308,2,"Stocks Greet a New Year With 265.89?Point Rally ??? Will It Be a One?Day Party? First?Day Gain Is Historic, And Government Bonds Sink ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0.125,0,0,0,0.125,2003,1,2
11/27/2002,0.0282,2.500,3.000,1.549,2,"LeapFrog, Caterpillar, 3M Rise, Helping to Lead Markets' Rally ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.25,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,2002,11,27
10/15/2002,0.0473,3.000,2.500,1.552,2,"Dow Industrials Stage Big Rally, Other Stocks Rise ??? But Investors Are Debating Whether 4th Gain in a Row Is the End of the Bear Market ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.875,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,10,15
10/11/2002,0.0392,2.500,2.500,-0.003,2,"Investors Ponder: Is It Safer Yet? ??? After Two?Day, 564?Point Rally, There Are Several Positive Signs, But Even Bulls Remain Skeptical ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,10,11
10/10/2002,0.0351,2.500,2.000,0.334,2,"Dow Industrials Rocket 247.68 In Turnaround ??? As Short Covering Plays a Role, Sustainability Is Questioned? Technical Indicators Flash `Buy' ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2002,10,10
10/9/2002,-0.0273,2.500,2.500,-0.113,2,"Stocks Fall, Corporate Bonds Wobble ??? Dow Industrials' Drop of 215.22 Sparks a Rally in Treasurys? Investors Fret About Debt Loads ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.125,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,2002,10,9
10/1/2002,0.0401,2.000,1.000,-0.732,2,"DuPont, Alcoa and IBM Jump As Rally Marks Quarter's Start ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2002,10,1
9/27/2002,-0.0324,2.000,2.000,0.745,2,As Stock Investors Bite Nails... ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.875,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,2002,9,27
9/25/2002,0.0252,1.000,1.500,0.029,2,Managing the Pain: Is It Time to Bail Yet? ??? Most People Hang On Despite Wild Ride? Assessing the Risks ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2002,9,25
9/19/2002,-0.0302,3.000,3.000,1.202,2,"Dow Falls Below 8000 as Bad News Mounts ??? EDS Warning Adds To Corporate Woes, Fears of an Iraq War ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.375,0,0,0,0,0,0.5,0,0,0,0,0,0.125,0,0,0,0.125,2002,9,19
9/3/2002,-0.0417,3.000,3.000,1.241,2,Tokyo's Slide Is Latest Concern for U.S. Stocks ??? Nikkei's 3.2% Fall Spoils Recovery? Dow Declines 4.1% as Fears Grow For Broader Economic Slow… More like this + Tokyo's Slide Is Latest Concern for U.S. Stocks --- Nikkei's 3.2% Fall Spoils Recovery; Dow Declines 4.1% as Fears Grow For Broader Economic Slowdown By Craig Karmin in New York and Sebastian Moffett in Tokyo.,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2002,9,3
8/14/2002,0.0404,3.000,3.000,0.422,2,"Wal?Mart, Exxon, Microsoft Post Gains as Stocks Rebound ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,8,14
8/8/2002,0.0329,3.000,2.500,-0.074,2,"Stocks Surge On Rate Hopes, Brazil, Citigroup ??? Three?Day Percentage Increase For Dow Industrials, at 8%, Is Biggest Since Autumn of 1987 ? ProQu… More like this + Stocks Surge On Rate Hopes, Brazil, Citigroup --- Three-Day Percentage Increase For Dow Industrials, at 8%, Is Biggest Since Autumn of 1987 By E.S. Browning.",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.125,0.75,0,0,0.125,0,0,0,0,0,0.875,2002,8,8
8/6/2002,0.0300,3.000,2.500,-0.030,2,Stocks Surge on Talk of Rate Cut ??? Speculation About Moves by Fed Helps Industrials to 2.9% Gain? Nasdaq Posts a 4.4% Increase ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.125,0.875,0,0,0,0,0,0,0,0,0.875,2002,8,6
8/5/2002,-0.0343,3.000,3.000,0.554,2,Recession Fears Send Blue Chips Down 269.50 ??? Nasdaq and S&P Slide Further In Stocks' Third Straight Session Of Heavy Losses? Bonds Rise Again… More like this + Recession Fears Send Blue Chips Down 269.50 --- Nasdaq and S&P Slide Further In Stocks' Third Straight Session Of Heavy Losses; Bonds Rise Again By E.S. Browning.,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.125,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,2002,8,5
8/1/2002,-0.0297,3.000,3.000,1.498,2,"Sharp Stock Slide Boosts Treasurys --- Weak Data Spark Selling, Raise Doubts on Recovery; Employment Figures Loom -",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0.125,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0.125,2002,8,1
7/29/2002,0.0543,2.000,1.000,-0.865,2,"Small-Stock Focus: S&P 600 Posts Record Percentage, Point Gains -",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2002,7,29
7/24/2002,0.0575,2.000,1.000,-0.792,2,"Blue Chips Reverse Slide, Surge 488.95 Points ??? Surge Renews Speculation, Hope That Market Has Hit Bottom? Investment Pros Search for Signs ? Pr… More like this + Blue Chips Reverse Slide, Surge 488.95 Points --- Surge Renews Speculation, Hope That Market Has Hit Bottom; Investment Pros Search for Signs By Ken Brown.",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2002,7,24
7/23/2002,-0.0268,1.500,1.000,-1.239,2,"Nasdaq Stocks Sustain Biggest Loss of Year ??? Tech?Burdened Index Falls 4%, Dow Industrials Lose 82 Points? Attempts to Rally Go Nowhere ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2002,7,23
7/22/2002,-0.0329,3.000,2.500,-0.214,2,"Dow Falls 2.93% In Whipsaw Day As Fear Remains ??? Braced for a Big Plunge, Investors Get Seesaw Effect? Optimists Battle Pessimists ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.875,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,2002,7,22
7/19/2002,-0.0379,2.000,2.000,-0.417,2,3/28/2018 The Economy -- The Outlook: Poor Profits and Stocks Sow Mutual Misery -,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2002,7,19
7/18/2002,-0.0272,2.500,2.500,0.172,2,"So Much for Up, as Stocks Fall? Siebel Systems, Kraft Decline ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,2002,7,18
7/10/2002,-0.0334,2.000,2.500,0.447,2,"Blue Chips Fall 3%, S&P 500 Hits 4?Year Low ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.75,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,2002,7,10
7/5/2002,0.0366,2.000,2.000,0.063,2,"Despite Friday's Rally, Optimists May Not Hold Sway ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,2002,7,5
6/17/2002,0.0287,2.000,2.000,-0.408,2,"Financials Rise, Citigroup by 6.5%, As Market's Losers Turn Tables ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2002,6,17
5/8/2002,0.0378,3.000,2.500,1.352,2,Nasdaq Jumps 7.78% in Rally Led by Cisco ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,5,8
1/29/2002,-0.0286,3.000,3.000,0.732,2,"Stocks Tumble Amid Accounting Fears ??? Dow Industrials Fall 247.51 Points, Nasdaq Off 2.6% ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,1,29
9/24/2001,0.0390,3.000,1.000,-0.519,2,"Dow Jones Industrials Rally 4.47%, First Gain Since Before the Attacks ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2001,9,24
9/20/2001,-0.0306,2.500,2.500,1.072,2,Dow Industrials Drop 382.92 as Slide Deepens ??? Recovery Hopes Fade as Decline Hits Fourth Day ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.875,0,0,2001,9,20
9/17/2001,-0.0488,3.000,3.000,0.658,2,"Gloomy Return: U.S. Stocks Plummet As Trading Resumes Without Major Hitches ??? Investors, Unable to Shake Worries About Economy, Send Dow D… More like this + Gloomy Return: U.S. Stocks Plummet As Trading Resumes Without Major Hitches --- Investors, Unable to Shake Worries About Economy, Send Dow Down 7.13% --- Sustaining Record Volume",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2001,9,17
5/16/2001,0.0288,3.000,3.000,1.107,2,"Stocks Surge as Investors Digest Fed Rate Cut ??? Industrials Surge 3.15%, Surpassing 11000 Level As Nasdaq Rises 3.88% ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0,0.75,2001,5,16
4/18/2001,0.0394,3.000,3.000,1.679,2,Stocks Soar on Fed's Surprise Rate Cut ??? Nasdaq Rises 8% And Blue Chips Jump Nearly 4% ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2001,4,18
4/10/2001,0.0274,2.500,2.000,-1.070,2,Nasdaq Surges 6% as Investors Grow Confident ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.125,0.125,0,0,0,0,0,0.75,0,0,0.875,2001,4,10
4/5/2001,0.0439,2.500,2.000,1.270,2,"Whiff of Good News Sparks Strong Stock Rally ??? Nasdaq Soars 8.9%, Industrials Jump 4.2%? Skepticism Remains ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,4,5
4/3/2001,-0.0344,3.000,2.000,1.362,2,"Inktomi, Redback Networks Sink As Investor Pessimism Deepens ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.875,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,2001,4,3
3/27/2001,0.0255,3.000,2.500,-0.099,2,Nasdaq Confirms Its Acquisition of Easdaq Stake? European Markets Climb Along With U.S. Shares ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2001,3,27
3/14/2001,-0.0259,2.500,2.500,0.540,2,Dow Industrials Fall 3.1% to Below 10000 ??? Institutional Selling Shifts to Blue Chips? Nasdaq Falls 2.1% ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,2001,3,14
3/12/2001,-0.0433,2.500,2.500,0.443,2,Stock Rout Puts S&P in a Bear Market ??? Industrials Sink 436.37 as Nasdaq Falls Below 2000 ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.25,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,3,12
3/9/2001,-0.0250,2.000,2.000,0.188,2,"A Year After the Peak ?? Abreast of the Market: Two Dows, One Story: Old Outshines the New ??? Index's Replacements Get Hit by Tech Fall? Valuation Is… More like this + A Year After the Peak -- Abreast of the Market: Two Dows, One Story: Old Outshines the New --- Index's Replacements Get Hit by Tech Fall; Valuation Is `In' Again By E.S. Browning.",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,3,9
1/5/2001,-0.0266,2.000,2.000,0.104,2,"Volatility Rises as Investors Put Their Focus Back Onto Earnings, Energy Costs and Rates ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.875,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,2001,1,5
1/3/2001,0.0506,3.000,3.000,1.163,2,Surprise Rate Cut Spurs Monster Rally ??? Nasdaq Surges Record 14.17%? S&P Rises 5.01% ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2001,1,3
1/2/2001,-0.0284,3.000,3.000,1.122,2,Nasdaq Rings In New Year With a 7.2% Plunge ??? Manufacturing Data Pressure Stocks? Treasury Prices Soar ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.125,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,2001,1,2
12/20/2000,-0.0312,3.000,3.000,0.730,2,"Nasdaq Index Falls 7%, Leaving It 54% Below High Point in March ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.125,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0.875,2000,12,20
12/5/2000,0.0396,3.000,3.000,0.923,2,Nasdaq Jumps 10.5% as Stock Rally Is Sparked by Greenspan Remarks ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0.25,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,1,2000,12,5
10/19/2000,0.0349,3.000,3.000,1.679,2,Bulls Roar Back With Broad Rally? Tech Stocks Help Lift Nasdaq 7.8% ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.75,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,2000,10,19
10/13/2000,0.0345,2.500,2.000,0.168,2,"Despite Rally, Full Recovery Is No Sure Thing ??? Some Say Market Fall Was Tad Too Shallow For Real Turnaround ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,10,13
10/12/2000,-0.0265,3.000,2.500,0.576,2,Bears Maul Stocks as Dow Drops 379.21 Points ??? Blue Chips Near 10000 as Nasdaq Hits Year's Low ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.5,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0.125,2000,10,12
5/30/2000,0.0324,2.500,2.500,-0.294,2,"Treasurys Fall as Investors Shift Into Stocks, But Activity Is Muted Ahead of Economic Reports ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,5,30
4/25/2000,0.0342,2.500,3.000,-0.506,2,Dow Industrials and Nasdaq Post Surges of More Than 200 Points ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,4,25
4/18/2000,0.0286,2.000,1.000,-0.110,2,"Nasdaq Rallies Again, Erasing Friday's Plunge ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,4,18
4/17/2000,0.0326,1.500,1.000,-1.748,2,Wary Money Managers Dip Toes Into Tech Pool But Stick With the More Buoyant Larger Issues ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,4,17
4/14/2000,-0.0594,3.000,3.000,-0.023,2,"Sell?Off Puts Small?Cap Stocks in Bear Market? Eclipse Surgical, MIPS, Peerless Systems Tumble ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,4,14
3/16/2000,0.0473,1.500,1.000,-1.081,2,Dow Industrials Surge a Record 499.19 --- Average Leaps 8.35% in 2 Days; Nasdaq Revives -,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,3,16
3/7/2000,-0.0267,3.000,3.000,1.233,2,Blue Chips Plunge 374.47 on P&G News ??? Dow Industrials Post Worst Skid Since August '98 ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.875,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.125,2000,3,7
2/18/2000,-0.0300,2.500,1.000,0.092,2,Nasdaq and Russell End Up Week on Down Note But New Shares Such as GigaMedia Keep Rising ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,2,18
1/28/2000,-0.0267,3.000,3.000,1.502,2,"One Sure Thing for Investors? Volatility ??? Attention Shifts Among Sectors, Causing Swings ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,1,28
1/24/2000,-0.0272,2.500,1.500,-0.054,2,Roaring Techs Stall as Nasdaq Tumbles 139.32 ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.375,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0.625,2000,1,24
